2014-11-15 19:26:24 +0100,141227,150110,1.391 €
2014-11-15 19:30:58 +0100,141225,150110,1.068 €
2014-11-15 19:34:07 +0100,141226,150110,keine
2014-11-15 19:34:31 +0100,141225,150109,1.318 €
2014-11-15 19:43:10 +0100,141210,150110,1.398 €
2014-11-15 19:43:34 +0100,141210,150111,1.328 €
2014-11-15 19:43:59 +0100,141211,150110,keine
2014-11-15 19:44:23 +0100,141211,150111,keine
2014-11-15 19:46:21 +0100,141201,150101,keine
2014-11-15 19:46:46 +0100,141201,150102,keine
2014-11-15 19:47:09 +0100,141201,150103,5.039 €
2014-11-15 19:47:32 +0100,141201,150104,keine
2014-11-15 19:47:55 +0100,141201,150105,keine
2014-11-15 19:48:19 +0100,141201,150106,keine
2014-11-15 19:48:41 +0100,141201,150107,keine
2014-11-15 19:49:04 +0100,141201,150108,keine
2014-11-15 19:49:26 +0100,141201,150109,keine
2014-11-15 19:49:49 +0100,141201,150110,keine
2014-11-15 19:50:11 +0100,141201,150111,keine
2014-11-15 19:50:34 +0100,141201,150112,keine
2014-11-15 19:50:58 +0100,141201,150113,keine
2014-11-15 19:51:20 +0100,141201,150114,keine
2014-11-15 19:51:43 +0100,141201,150115,keine
2014-11-15 19:52:07 +0100,141201,150116,1.401 €
2014-11-15 19:52:29 +0100,141201,150117,keine
2014-11-15 19:52:52 +0100,141201,150118,keine
2014-11-15 19:53:17 +0100,141201,150119,keine
2014-11-15 19:53:39 +0100,141201,150120,keine
2014-11-15 19:54:02 +0100,141201,150121,keine
2014-11-15 19:54:26 +0100,141201,150122,keine
2014-11-15 19:54:48 +0100,141201,150123,keine
2014-11-15 19:55:11 +0100,141201,150124,1.179 €
2014-11-15 19:55:34 +0100,141201,150125,keine
2014-11-15 19:55:57 +0100,141201,150126,keine
2014-11-15 19:56:21 +0100,141201,150127,keine
2014-11-15 19:56:45 +0100,141201,150128,keine
2014-11-15 19:57:06 +0100,141201,150129,keine
2014-11-15 19:57:27 +0100,141201,150130,1.231 €
2014-11-15 19:57:50 +0100,141201,150131,1.179 €
2014-11-15 19:58:14 +0100,141202,150101,keine
2014-11-15 19:58:36 +0100,141202,150102,keine
2014-11-15 19:59:00 +0100,141202,150103,keine
2014-11-15 19:59:25 +0100,141202,150104,keine
2014-11-15 19:59:48 +0100,141202,150105,keine
2014-11-15 20:00:11 +0100,141202,150106,keine
2014-11-15 20:00:36 +0100,141202,150107,keine
2014-11-15 20:00:59 +0100,141202,150108,keine
2014-11-15 20:01:38 +0100,141202,150110,1.100 €
2014-11-15 20:02:01 +0100,141202,150111,keine
2014-11-15 20:02:24 +0100,141202,150112,keine
2014-11-15 20:02:48 +0100,141202,150113,1.172 €
2014-11-15 20:03:12 +0100,141202,150114,1.230 €
2014-11-15 20:03:36 +0100,141202,150115,keine
2014-11-15 20:03:59 +0100,141202,150116,keine
2014-11-15 20:04:22 +0100,141202,150117,1.276 €
2014-11-15 20:04:45 +0100,141202,150118,1.179 €
2014-11-15 20:05:08 +0100,141202,150119,keine
2014-11-15 20:05:30 +0100,141202,150120,keine
2014-11-15 20:05:53 +0100,141202,150121,keine
2014-11-15 20:06:16 +0100,141202,150122,keine
2014-11-15 20:06:38 +0100,141202,150123,keine
2014-11-15 20:07:01 +0100,141202,150124,keine
2014-11-15 20:07:23 +0100,141202,150125,keine
2014-11-15 20:07:46 +0100,141202,150126,keine
2014-11-15 20:08:08 +0100,141202,150127,keine
2014-11-15 20:08:30 +0100,141202,150128,keine
2014-11-15 20:08:53 +0100,141202,150129,keine
2014-11-15 20:09:16 +0100,141202,150130,keine
2014-11-15 20:09:38 +0100,141202,150131,keine
2014-11-15 20:10:02 +0100,141203,150101,keine
2014-11-15 20:10:25 +0100,141203,150102,keine
2014-11-15 20:10:47 +0100,141203,150103,keine
